,Unnamed: 0,userId,venueId,venueCategoryId,venueCategory,latitude,longitude,neighborhood_id,Manhattan,competitors,rating,review_count,rent,unsupervised_score,price,half-mile_sub_count
285,295,121,41390580f964a520dc1a1fe3,4bf58dd8d48988d1fa941735,Food & Drink Shop,40.74201604,-74.00516337,31,1,1,0.733333333,0.207926829,0.78335348,0.077517593,0.36,0.418367347
287,297,318,4b58f22af964a520c07428e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.74774465,-73.98530245,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
288,298,49,4f612184e4b01b3ebd898091,4bf58dd8d48988d1f6931735,General Travel,40.75696158,-73.98982379,81,1,0.901960784,0.73015873,0.52820122,0.854408177,0.030092349,0.257142857,0.724489796
293,305,340,3fd66200f964a520ede91ee3,4bf58dd8d48988d1d3941735,Vegetarian / Vegan Restaurant,40.729369,-73.998868,293,1,0.941176471,0.869281046,0.414185796,0.595801347,0.085455369,0.364705882,0.469387755
295,307,117,4283ee00f964a52085221fe3,4bf58dd8d48988d1ae941735,University,40.72898243,-73.99583817,6,1,0.960784314,0.833333333,0.377477134,0.625786562,0.058374649,0.1,0.43877551
296,308,1034,4a3d65b7f964a52037a21fe3,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.73702363,-73.98658126,134,1,0.960784314,0.740740741,0.563897358,0,0.077374494,0.366666667,0.632653061
297,309,117,4ab23309f964a520c26a20e3,4bf58dd8d48988d198941735,College Academic Building,40.73037925,-73.99595862,293,1,0.941176471,0.869281046,0.414185796,0.595801347,0.085455369,0.364705882,0.469387755
298,310,528,4bb8f6bfb35776b00974c901,4bf58dd8d48988d1e7941735,Playground,40.71242696,-73.98925066,187,1,0.784313725,0.816425121,0.525053022,0.523787143,0.09785353,0.460869565,0.214285714
299,311,391,4e7bc100a809dd77188fc18d,4bf58dd8d48988d171941735,Event Space,40.75237023,-73.99955105,167,1,0.960784314,0.611111111,0.150914634,0.882430762,0.026572066,0.6,0.132653061
301,313,528,4c168e34955976b0c3bba4f6,4bf58dd8d48988d16e941735,Fast Food Restaurant,40.71278478,-73.98929358,187,1,0.784313725,0.816425121,0.525053022,0.523787143,0.09785353,0.460869565,0.214285714
302,314,528,4e8c450329c22b68ab23e112,4bf58dd8d48988d1cb941735,Food Truck,40.71293259,-73.98744202,187,1,0.784313725,0.816425121,0.525053022,0.523787143,0.09785353,0.460869565,0.214285714
308,321,653,4b71aa5ff964a520a8542de3,4bf58dd8d48988d103951735,Clothing Store,40.75771821,-73.97769128,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
309,322,611,4c77089c59a3236aa9aec018,4bf58dd8d48988d1fc941735,Laundry Service,40.729545,-73.986137,277,1,0.921568627,0.827956989,0.696105429,0.571930069,0.088852695,0.264516129,0.428571429
311,324,192,4a3e69a3f964a520e6a21fe3,4bf58dd8d48988d16c941735,Burger Joint,40.73736755,-73.99015091,134,1,0.960784314,0.740740741,0.563897358,0,0.077374494,0.366666667,0.632653061
312,325,455,4e0d074622711665f60746d2,4bf58dd8d48988d1fe931735,Bus Station,40.7064404,-74.00612169,155,1,0.980392157,0.654320988,0.117716802,0.741315183,0.02369549,0.511111111,0.979591837
313,326,574,4ad2615bf964a52045e120e3,4bf58dd8d48988d103951735,Clothing Store,40.732431,-73.989988,134,1,0.960784314,0.740740741,0.563897358,0,0.077374494,0.366666667,0.632653061
315,328,984,49c943d2f964a5204f581fe3,4bf58dd8d48988d175941735,Gym / Fitness Center,40.74621884,-73.98151936,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
318,331,354,4b871e4af964a5209db131e3,4bf58dd8d48988d1fd931735,Subway,40.71250828,-74.00766134,292,1,0.941176471,0.530864198,0.14803523,0.748289728,0.101105121,0.422222222,0.816326531
319,332,951,4ae6258af964a52013a521e3,4bf58dd8d48988d1fd931735,Subway,40.81554068,-73.95842347,13,1,0.941176471,0.793650794,0.030270035,0.923604946,0.026745755,0.6,0.204081633
320,333,373,4a68fff8f964a5206dcb1fe3,4bf58dd8d48988d176941735,Gym / Fitness Center,40.800356,-73.94687168,129,1,1,0.717171717,0.014550998,0.881049779,0.019202327,0.6,0.183673469
322,335,571,4a9ae1cef964a520543320e3,4bf58dd8d48988d1df941735,Bridge,40.82809887,-73.93391132,233,1,0.980392157,0.733333333,0.01554878,0.91617781,0.066904931,0.6,0.112244898
323,336,951,4b2c7911f964a52044c724e3,4bf58dd8d48988d1fd931735,Subway,40.82134415,-73.95403862,13,1,0.941176471,0.793650794,0.030270035,0.923604946,0.026745755,0.6,0.204081633
324,337,120,4b2ac07af964a520ecae24e3,4bf58dd8d48988d1fd931735,Subway,40.71814377,-74.00015652,90,1,0,0.807977208,0.380519074,0.71585751,0.792497479,0.497435897,0.418367347
325,339,84,4a859ca3f964a520a5fe1fe3,4bf58dd8d48988d11b941735,Bar,40.75275186,-73.97305387,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
326,340,669,4ecc1e9993adb4bd1bb5d5dd,4bf58dd8d48988d1bc941735,Cupcake Shop,40.70596204,-74.01125754,29,1,0.960784314,0.688888889,0.122408537,0.77762502,0.032687045,0.4,0.806122449
328,343,120,3fd66200f964a52037e31ee3,4bf58dd8d48988d145941735,Chinese Restaurant,40.71446409,-73.99911582,90,1,0,0.807977208,0.380519074,0.71585751,0.792497479,0.497435897,0.418367347
329,344,987,40df5f80f964a52098011fe3,4bf58dd8d48988d118941735,Bar,40.75451688,-73.97339823,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
331,346,653,4ae1f681f964a520318921e3,4bf58dd8d48988d103951735,Clothing Store,40.7537156,-73.98094722,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
332,347,987,48208c8cf964a520894f1fe3,4bf58dd8d48988d1df931735,BBQ Joint,40.75561215,-73.97092581,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
333,348,559,4283ee00f964a520ce221fe3,4bf58dd8d48988d1f3941735,Toy / Game Store,40.76355592,-73.97286773,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
334,349,639,4b4263a9f964a520ecd225e3,4bf58dd8d48988d176941735,Gym / Fitness Center,40.77589237,-73.95573145,2,1,0.980392157,0.766666667,0.330335366,0.715101088,0.033941418,0.24,0.224489796
337,352,786,4ad4b49af964a520c4e820e3,4bf58dd8d48988d1a8941735,General College & University,40.75356409,-73.97953033,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
340,355,987,4a744c17f964a520cfdd1fe3,4bf58dd8d48988d1ed941735,Spa / Massage,40.75609848,-73.97226182,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
342,357,354,4abbdc65f964a5203f8520e3,4bf58dd8d48988d121951735,Paper / Office Supplies Store,40.71559314,-74.00625368,292,1,0.941176471,0.530864198,0.14803523,0.748289728,0.101105121,0.422222222,0.816326531
343,358,184,4bc8f5db0687ef3b970ad9cc,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),40.78302026,-73.94907872,261,1,0.843137255,0.777777778,0.187901155,0.886852229,0.073640797,0.368421053,0.163265306
344,359,529,4b02c41cf964a520c14922e3,4bf58dd8d48988d12e941735,Government Building,40.71178449,-74.00208235,155,1,0.980392157,0.654320988,0.117716802,0.741315183,0.02369549,0.511111111,0.979591837
345,360,987,4b4668f1f964a520042026e3,4bf58dd8d48988d117951735,Candy Store,40.756676,-73.972307,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
346,361,354,4acf58baf964a52028d320e3,4f2a25ac4b909258e854f55f,Neighborhood,40.71421606,-74.00596619,292,1,0.941176471,0.530864198,0.14803523,0.748289728,0.101105121,0.422222222,0.816326531
347,362,354,4a676321f964a52051c91fe3,4bf58dd8d48988d129941735,Government Building,40.71265873,-74.00588036,155,1,0.980392157,0.654320988,0.117716802,0.741315183,0.02369549,0.511111111,0.979591837
349,364,987,4a578bb6f964a5205bb61fe3,4bf58dd8d48988d112941735,Bar,40.75803174,-73.97142386,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
352,367,78,49ca8170f964a520b1581fe3,4eb1bdf03b7b55596b4a7491,Camera Store,40.733123,-73.99842497,293,1,0.941176471,0.869281046,0.414185796,0.595801347,0.085455369,0.364705882,0.469387755
356,371,469,4d5d97c5e0ffa1cdb7fb1c54,4bf58dd8d48988d1a9941735,College Academic Building,40.76776,-73.964527,205,1,0.980392157,0.777777778,0.474847561,0.765000783,0.074442707,0,0.326530612
358,373,4,4a6a3991f964a520e0cc1fe3,4bf58dd8d48988d14f941735,Southern / Soul Food Restaurant,40.810203,-73.943523,129,1,1,0.717171717,0.014550998,0.881049779,0.019202327,0.6,0.183673469
359,374,444,4f7a46d8e4b0c69aa3802c19,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),40.76028084,-73.95057116,101,1,0.921568627,0.744444444,0.083231707,0.733979686,0.059441759,0.52,0.193877551
360,375,586,41366280f964a520ce1a1fe3,4bf58dd8d48988d11b941735,Bar,40.747558,-73.993104,254,1,0.882352941,0.722222222,0.223323171,0.85900047,0.081872967,0.45,0.867346939
366,381,1044,4a84eb0af964a520e1fd1fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.71203303,-74.00699299,155,1,0.980392157,0.654320988,0.117716802,0.741315183,0.02369549,0.511111111,0.979591837
368,383,519,4b61052df964a52066062ae3,4bf58dd8d48988d103941735,Home (private),40.7312265,-73.98887973,277,1,0.921568627,0.827956989,0.696105429,0.571930069,0.088852695,0.264516129,0.428571429
369,384,669,4b940a3df964a520686334e3,4bf58dd8d48988d10c951735,Cosmetics Shop,40.706904,-74.00367,155,1,0.980392157,0.654320988,0.117716802,0.741315183,0.02369549,0.511111111,0.979591837
372,387,572,4a97e23df964a520db2920e3,4bf58dd8d48988d175941735,Gym / Fitness Center,40.77799852,-73.95386021,261,1,0.843137255,0.777777778,0.187901155,0.886852229,0.073640797,0.368421053,0.163265306
376,391,766,4840fe6bf964a52030501fe3,4bf58dd8d48988d1fe931735,Bus Station,40.7572213,-73.99154663,81,1,0.901960784,0.73015873,0.52820122,0.854408177,0.030092349,0.257142857,0.724489796
377,392,440,4a63d085f964a520dac51fe3,4bf58dd8d48988d129951735,Train Station,40.74911015,-73.98845673,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
378,393,162,4aefb619f964a520fdd921e3,4bf58dd8d48988d171941735,Event Space,40.76562484,-73.96783664,205,1,0.980392157,0.777777778,0.474847561,0.765000783,0.074442707,0,0.326530612
380,395,299,4e8a24187ee6c0611788114e,4bf58dd8d48988d124941735,Office,40.75602574,-73.97033335,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
382,397,299,4a0ad357f964a520ae741fe3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.75557964,-73.97086143,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
383,398,246,4f280555e4b04e256a110c94,4bf58dd8d48988d10f951735,Drugstore / Pharmacy,40.75892783,-73.96144262,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
384,399,246,49f35e1ef964a520946a1fe3,4bf58dd8d48988d118941735,Bar,40.75918262,-73.96217732,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
389,406,129,49c65aa8f964a52038571fe3,4bf58dd8d48988d116941735,Bar,40.71655808,-74.00008678,90,1,0,0.807977208,0.380519074,0.71585751,0.792497479,0.497435897,0.418367347
393,410,633,4e7fdff20aafbd4bf63b3998,4bf58dd8d48988d1a3941735,College Academic Building,40.71068343,-74.00461247,155,1,0.980392157,0.654320988,0.117716802,0.741315183,0.02369549,0.511111111,0.979591837
398,415,973,4c6985928d22c9284776b745,4bf58dd8d48988d11e941735,Bar,40.74227764,-73.98525554,264,1,0.921568627,0.777777778,0.213700457,0.824185771,0.065094558,0.4,0.459183673
405,422,365,4c1918c7fe5a76b07b0f0315,4bf58dd8d48988d16c941735,Burger Joint,40.77912607,-73.95490489,261,1,0.843137255,0.777777778,0.187901155,0.886852229,0.073640797,0.368421053,0.163265306
406,423,805,4dc81b291fc72e863772cb65,4bf58dd8d48988d103951735,Clothing Store,40.720582,-74.002051,220,1,0.980392157,0.888888889,0.408536585,0.769178547,0.017177141,0,0.632653061
407,424,4,4b376908f964a520ef4025e3,4bf58dd8d48988d132941735,Church,40.8168158,-73.9413925,233,1,0.980392157,0.733333333,0.01554878,0.91617781,0.066904931,0.6,0.112244898
408,425,905,4e83a0f60cd6b5274485fde0,4bf58dd8d48988d1fe931735,Bus Station,40.7534178,-73.99629951,254,1,0.882352941,0.722222222,0.223323171,0.85900047,0.081872967,0.45,0.867346939
409,426,526,4b82c3bcf964a52053e330e3,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.763157,-73.977109,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
410,427,940,4a27289cf964a52062911fe3,4bf58dd8d48988d110941735,Italian Restaurant,40.733848,-74.00505,293,1,0.941176471,0.869281046,0.414185796,0.595801347,0.085455369,0.364705882,0.469387755
413,431,130,49b7ed6df964a52030531fe3,4bf58dd8d48988d164941735,Plaza,40.75648987,-73.98626804,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
414,432,805,4a50f871f964a52059b01fe3,4bf58dd8d48988d107951735,Clothing Store,40.72078652,-74.00197506,220,1,0.980392157,0.888888889,0.408536585,0.769178547,0.017177141,0,0.632653061
415,433,186,4a6a002ef964a52058cc1fe3,4bf58dd8d48988d1ca941735,Pizza Place,40.752067,-73.987573,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
419,437,1009,4db5b2bb81543d71da5dd719,4bf58dd8d48988d15c941735,Cemetery,40.70860893,-74.01209533,29,1,0.960784314,0.688888889,0.122408537,0.77762502,0.032687045,0.4,0.806122449
420,438,806,4c5b03f904f9be9a0a38f360,4bf58dd8d48988d106951735,Clothing Store,40.72343212,-74.00055531,220,1,0.980392157,0.888888889,0.408536585,0.769178547,0.017177141,0,0.632653061
421,439,354,4a663f7cf964a52046c81fe3,4bf58dd8d48988d163941735,Park,40.70919832,-74.01118577,29,1,0.960784314,0.688888889,0.122408537,0.77762502,0.032687045,0.4,0.806122449
422,441,418,4ba8ff54f964a520ec013ae3,4bf58dd8d48988d1c9941735,Ice Cream Shop,40.75063222,-73.98906051,254,1,0.882352941,0.722222222,0.223323171,0.85900047,0.081872967,0.45,0.867346939
423,442,1076,4558b83bf964a5204b3d1fe3,4bf58dd8d48988d176941735,Gym / Fitness Center,40.74272122,-73.9927621,75,1,0.980392157,0.755555556,0.185060976,0.655179693,0.035680561,0.2,0.867346939
425,444,116,49dcb7e4f964a5209c5f1fe3,4bf58dd8d48988d10c941735,French Restaurant,40.73874326,-73.99455836,200,1,0.921568627,0.703703704,0.121189024,0.85900047,0.030079202,0.333333333,0.744897959
426,445,436,4e97889849019eb4c98ad56a,4bf58dd8d48988d1ca941735,Pizza Place,40.74399459,-73.99562577,200,1,0.921568627,0.703703704,0.121189024,0.85900047,0.030079202,0.333333333,0.744897959
427,446,78,4b240a1ff964a520b25f24e3,4bf58dd8d48988d163941735,Park,40.73228891,-74.01051196,147,1,0.960784314,0.777777778,0.22179878,0.512594217,0.061213083,0.4,0.275510204
428,447,125,4a4821f5f964a52095aa1fe3,4bf58dd8d48988d1f9931735,Road,40.76117086,-74.01128769,199,1,1,0.722222222,0.169969512,0.828206869,0.029443798,0.2,0.040816327
430,449,474,4d843e5c9324236af330b60e,4bf58dd8d48988d146941735,Deli / Bodega,40.73308,-73.99987221,293,1,0.941176471,0.869281046,0.414185796,0.595801347,0.085455369,0.364705882,0.469387755
433,452,474,4b2d93a9f964a5201fd924e3,4bf58dd8d48988d1fd931735,Subway,40.73158409,-74.00021553,293,1,0.941176471,0.869281046,0.414185796,0.595801347,0.085455369,0.364705882,0.469387755
437,456,90,4dda5f517d8b32266434825b,4bf58dd8d48988d124941735,Office,40.75615113,-73.978965,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
438,457,989,49f9d49bf964a5208a6d1fe3,4bf58dd8d48988d181941735,Museum,40.76042729,-73.9776957,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
439,458,715,4a635e65f964a520e3c41fe3,4bf58dd8d48988d179941735,Bagel Shop,40.740223,-73.982688,264,1,0.921568627,0.777777778,0.213700457,0.824185771,0.065094558,0.4,0.459183673
440,459,90,4b688176f964a520b47c2be3,4bf58dd8d48988d176941735,Gym / Fitness Center,40.75531235,-73.98122092,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
441,460,987,4a746847f964a5200ade1fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.74910208,-73.98219084,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
442,461,139,4c38b5e093db0f4764102292,4bf58dd8d48988d103951735,Clothing Store,40.76082189,-73.9756079,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
444,463,235,4eda64ced5fb8f213a5d740e,4bf58dd8d48988d176941735,Gym / Fitness Center,40.74611902,-73.99307013,75,1,0.980392157,0.755555556,0.185060976,0.655179693,0.035680561,0.2,0.867346939
445,464,987,4b02f734f964a520814b22e3,4bf58dd8d48988d1d3941735,Vegetarian / Vegan Restaurant,40.7475513,-73.98114057,47,1,0.823529412,0.777777778,0.43117378,0.535931886,0.06987141,0.3,0.969387755
446,465,324,40d38200f964a52041011fe3,4bf58dd8d48988d114951735,Bookstore,40.75485026,-73.98800494,15,1,0.941176471,0.765432099,0.33553523,0.745986428,0.034413025,0.377777778,1
447,466,328,4e0a48b46284cf220c358959,4bf58dd8d48988d1e5941735,Other Great Outdoors,40.70445914,-74.00578312,155,1,0.980392157,0.654320988,0.117716802,0.741315183,0.02369549,0.511111111,0.979591837
451,471,198,4a8c6b5af964a520ed0d20e3,4bf58dd8d48988d1f2941735,Sporting Goods Shop,40.71398175,-74.00595528,292,1,0.941176471,0.530864198,0.14803523,0.748289728,0.101105121,0.422222222,0.816326531
454,475,772,49b59472f964a520fc521fe3,4bf58dd8d48988d1ca941735,Pizza Place,40.74716991,-74.00063565,167,1,0.960784314,0.611111111,0.150914634,0.882430762,0.026572066,0.6,0.132653061
456,478,1044,4b82fa73f964a52090f030e3,4bf58dd8d48988d1ff941735,Miscellaneous Shop,40.75313016,-73.97621627,62,1,0.882352941,0.675213675,0.294910882,0.754960405,0.055866032,0.353846154,0.520408163
457,479,340,44dc96e4f964a520b0361fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.72828321,-73.9955914,6,1,0.960784314,0.833333333,0.377477134,0.625786562,0.058374649,0.1,0.43877551
458,480,818,3fd66200f964a52093e81ee3,4bf58dd8d48988d16d941735,Café,40.75811657,-73.99289984,81,1,0.901960784,0.73015873,0.52820122,0.854408177,0.030092349,0.257142857,0.724489796
459,481,187,4c21219c13c00f47b17b85de,4bf58dd8d48988d12a951735,Train Station,40.75044966,-73.9914479,254,1,0.882352941,0.722222222,0.223323171,0.85900047,0.081872967,0.45,0.867346939
465,487,905,4a71df15f964a520c0d91fe3,4bf58dd8d48988d157941735,American Restaurant,40.76368781,-73.96763002,205,1,0.980392157,0.777777778,0.474847561,0.765000783,0.074442707,0,0.326530612
466,489,509,4394c386f964a520832b1fe3,4bf58dd8d48988d1ff941735,Miscellaneous Shop,40.720097,-73.988457,187,1,0.784313725,0.816425121,0.525053022,0.523787143,0.09785353,0.460869565,0.214285714
467,490,969,4acbcf3ef964a520c1c720e3,4bf58dd8d48988d176941735,Gym / Fitness Center,40.74516544,-73.97684186,295,1,0.941176471,0.765432099,0.108739837,0.733667554,0.056899813,0.4,0.193877551
470,493,389,4b76ed15f964a520366b2ee3,4bf58dd8d48988d106941735,Gym / Fitness Center,40.77792543,-73.96661282,2,1,0.980392157,0.766666667,0.330335366,0.715101088,0.033941418,0.24,0.224489796
474,498,361,4eb2e18029c2b0499af4d351,4bf58dd8d48988d123941735,Bar,40.73946789,-74.00756778,31,1,1,0.733333333,0.207926829,0.78335348,0.077517593,0.36,0.418367347
475,499,296,3fd66200f964a520f3e71ee3,4bf58dd8d48988d117951735,Candy Store,40.76215646,-73.9660918,256,1,0.882352941,0.753968254,0.212652439,0.782408133,0.051084249,0.3,0.37755102
479,503,826,49c9439bf964a5204e581fe3,4bf58dd8d48988d175941735,Gym / Fitness Center,40.73757,-74.0017,31,1,1,0.733333333,0.207926829,0.78335348,0.077517593,0.36,0.418367347
480,504,475,4ab103f0f964a520c66720e3,4bf58dd8d48988d175941735,Gym / Fitness Center,40.72498508,-73.99588975,6,1,0.960784314,0.833333333,0.377477134,0.625786562,0.058374649,0.1,0.43877551
483,507,120,4a83505ef964a520bffa1fe3,4bf58dd8d48988d112941735,Bar,40.71536266,-73.99738756,90,1,0,0.807977208,0.380519074,0.71585751,0.792497479,0.497435897,0.418367347
484,508,134,4b5de8fdf964a520147329e3,4bf58dd8d48988d1ca941735,Pizza Place,40.79293781,-73.97319735,56,1,0.941176471,0.688888889,0.198704268,0.651237953,0.04768427,0.34,0.153061224
487,511,54,4ef0e7cf7beb5932d5bdeb4e,4bf58dd8d48988d125941735,Office,40.72416908,-73.99721146,6,1,0.960784314,0.833333333,0.377477134,0.625786562,0.058374649,0.1,0.43877551
488,512,650,3fd66200f964a520b6e71ee3,5032792091d4c4b30a586d5c,Concert Hall,40.76502267,-73.98019552,110,1,0.921568627,0.777777778,1,0.558651163,0.064846372,0.142857143,0.989795918
489,513,432,4df6ad65c65b87473b0518e8,4bf58dd8d48988d1a3941735,College Academic Building,40.7435646,-73.98216215,264,1,0.921568627,0.777777778,0.213700457,0.824185771,0.065094558,0.4,0.459183673
491,515,432,4efbd8c32c5b0c24c9b97cda,4bf58dd8d48988d1a3941735,College Academic Building,40.74355232,-73.98197849,264,1,0.921568627,0.777777778,0.213700457,0.824185771,0.065094558,0.4,0.459183673
493,517,432,3fd66200f964a52057e71ee3,4bf58dd8d48988d1ca941735,Pizza Place,40.74510704,-73.97835016,295,1,0.941176471,0.765432099,0.108739837,0.733667554,0.056899813,0.4,0.193877551
503,527,17,4c390fc70a71c9b6f5e841c9,4bf58dd8d48988d130941735,Building,40.81592792,-73.9580102,13,1,0.941176471,0.793650794,0.030270035,0.923604946,0.026745755,0.6,0.204081633
505,529,1013,4b996536f964a520467835e3,4f2a25ac4b909258e854f55f,Neighborhood,40.71789169,-73.99794102,90,1,0,0.807977208,0.380519074,0.71585751,0.792497479,0.497435897,0.418367347
